"player","oefg_rapm","defg_rapm","otov_rapm","dtov_rapm","oorb_rapm","dorb_rapm","oftr_rapm","dftr_rapm","poss"
"Pascal Siakam",0.723754492694943,0.330427208907724,-1.19440774729477,-0.0626151274801398,-0.131187197843887,0.44179303989728,0.544378455690666,1.1694109339725,32558
"Isaac Okoro",0.722266599936935,0.470966757728475,-0.279971843133195,-0.28300927801208,-0.132834443172431,0.340173597073929,-0.567574628507455,0.109646730843942,18682
"Mitchell Robinson",0.715758458037558,-0.0781521393788387,0.271563587098831,-0.72240770806188,1.95826279021826,0.325385635680662,0.258875013754382,1.11403148827294,10570
"Onyeka Okongwu",0.713477552709639,0.0415761289589361,0.0705072243497701,-0.455889225287343,0.0541624581516042,0.269165805046342,-0.219510988297804,-0.511601632657884,22605
"John Collins",0.707688198207676,-0.212071647478297,0.623067952838753,0.790899381217128,-0.2556575338166,0.540211270361571,-0.645473007159715,1.3213681145974,22156
"Khris Middleton",0.705468941560627,-0.0244442302296205,-0.399947171612503,0.561027181972541,0.0149307307083086,0.255245089102211,0.484984150676625,-0.91373930007361,13398
"Gui Santos",0.700655969866491,0.927379512444,-0.242107641802826,0.016080920239982,1.3955913396564,-0.246389834373223,1.04326220319241,-1.30649116791761,3878
"Justin Edwards",0.695526404883257,-1.77756784170705,0.000451537884583693,-0.158205561080635,-0.312535180285638,-0.202535227353094,-2.10435463456843,-0.733628995280389,4733
"Donte DiVincenzo",0.689478827499048,-0.145423355087337,0.154841653668395,-0.398822353969238,0.035924038609276,-0.149796609318288,-0.786803482368857,0.685104491110913,24213
"Jock Landale",0.685019884005157,0.734903209403941,0.599912926435131,0.40060693062658,1.1078083512891,0.643141466043504,-0.181508472127286,-0.0663052550893039,9376
"T.J. McConnell",0.664785367575578,-0.10277011116993,0.00745930296085598,-0.788476629658223,-1.03981640296083,-0.101009572838,-1.23654539998273,-0.351874606049326,17973
"Tre Jones",0.660748832696492,-0.161434826267508,-0.810817970624395,-0.0221678204615764,-0.491611871994974,-0.149683540855158,-0.255386237427206,1.27189588425739,21381
"Joe Ingles",0.657789145940896,-0.438370070980744,0.291994002429771,0.203383559250048,-0.161190727047296,0.24732237289371,0.439387152370783,0.00507008437068519,9616
"Jalen Smith",0.652305957389872,0.0387422364839796,-0.392881594729335,0.612406156706455,0.227624728576908,-0.0800695133000996,-0.441230355724433,-0.580597482862996,14080
"Lonzo Ball",0.652176177852817,1.00469691503955,-0.612011861626861,-0.433899110954261,0.0976569405157966,0.28532743879899,-0.928967370525223,0.863803305734781,3376
"Doug McDermott",0.637550040770084,-1.17953182959224,-0.348870988402398,1.14938568136311,-0.00928597681834297,-0.401308472555069,-1.53724809787346,-1.31994776397371,10895
"De'Anthony Melton",0.634343617497417,0.122760245452602,-0.275267993057174,-0.42227041760722,-0.209214440022554,-0.255167779598436,1.04433343341174,-0.655638243650681,13431
"Herbert Jones",0.628980239269243,1.63725674056144,-0.320646167025059,-1.26759832508551,-0.598960466188892,-0.169354874592573,1.5058450268335,-0.711379345082324,20207
